"HolderAddress","Balance","PendingBalanceUpdate"
"0x7776df3141eeb57bc414720cd1e37ebba506d3f6","0.00000062018898825","No"
"0x36187702a1d9b84a90eee08f6f2240d7f1316c41","0.000000226980934188","No"
"0xd207546c41f1b2b2cb3857f1de735ecff0bb5fcf","0.000000201111571115","No"
"0xcb95ac51f814b56237d7a3e5a6f4cfafa04e012a","0.0000001798816004","No"
"0x9910c718c0602a84266dabdfbe9a9e90dda9aa5a","0.000000148988175064","No"
"0x88191ee08d7bb6b736792427d2643c8dd1996cf4","0.000000147115910852","No"
"0x0695396ac1bc01a6a940b4b13459ce9210ad9ed7","0.000000146562539017","No"
"0x4f48bc48e6d5cab5b9a1347b7c3112350d6ee7eb","0.000000100700301893","No"
"0xc5d4cd3fec6ee1c59a43549bd3fbc8cbc69c0397","0.000000092864421892","No"
"0x6ba6286c1f0f8152bf5bdb3c884baacf3cd07c97","0.000000072174132342","No"
"0x83841343a7a847512d315af1e903887d2539434f","0.000000071060427335","No"
"0x4ed936a8e6c659c752e65a0b58b246aede176fc7","0.000000060000018669","No"
"0x049f7d9c5ed6a2dc5cd60f2e7afcd947e2c67f4e","0.000000049999013277","No"
"0x1980fbe2a41ade37c7e49cc40b3277bd5e9a5ce6","0.000000040575630866","No"
"0xc4ce299a93ef4bb0eb509d3d9f67f88461c679b8","0.000000033563104149","No"
"0xc7f30a82a869bf64688be24e49462c7daa89ba58","0.000000033361948642","No"
"0x1575a5aaaa60addf18631e8a5d1d4ef3d6c8e1c9","0.000000030687535883","No"
"0x97cdd8176084b24ae8a385d4ea9177c31ba0022b","0.00000002934062949","No"
"0x5c2401009bf2988f6367eae4131659870cf96dfe","0.000000026420258708","No"
"0x8f7e6ca3650ca1d14f41c4746c91bc46d97ecff7","0.000000026179722401","No"
"0x066d56dbdf9620db01f214da5bfe9eb45cf960a3","0.00000002574113985","No"
"0x4238b7203b36e2e9f9255c1e20fddf7729c31f79","0.000000022451185675","No"
"0x22acae0bb0f68d09407b6ac2d6bdb27c429e3873","0.000000022406905049","No"
"0x21469900f41baec51e57d6b84c8e0115856d054c","0.000000021374564391","No"
"0xe2e60a1bf02c7a2a0ba45791cf30b99f2a6afaa0","0.000000020532630074","No"
"0xf1f1faaeeb95254832c44ffcf5de91200e74fb6d","0.000000019158434444","No"
"0x6638dab66944e297c1880815a582787680ad6f80","0.0000000178834174","No"
"0x66adb537b3b82da91f08ef7be45d254246038d15","0.000000017351999794","No"
"0xfa6fb5e1da1f7158e4950f6475b1e88ea538a859","0.000000016684859638","No"
"0xec76d5162bf832f12831ab118f5dbb58419d76c9","0.000000015474001446","No"
"0x7e7a05ede9d89cbe66401c93902153ebb06591d6","0.000000013617210439","No"
"0xbdaee0edcc7d3f159325c29f7ca2cd3e50967c93","0.000000013500160837","No"
"0x9692691f186e019d9fbd4614cb29ee601bb2f9e1","0.000000013449693133","No"
"0x59384fb4310cf2730034c1de5572e32bb8849040","0.000000012420201387","No"
"0x23515c621085b10724a2f985ed11b96707aff290","0.000000011876607864","No"
"0x1dcdc58b6ee3a9751cd19eeef4c2637cb86f55e1","0.000000011606268478","No"
"0xda178e463a009be83273f373a7a52b64af35e321","0.000000011172166888","No"
"0xdd4154eaf2202dc2f3e2594e3533720d50955f2e","0.000000008838651694","No"
"0xd4606860a2ecbf08f4090f90886afc2d7e591399","0.000000008121812012","No"
"0x4ef9a651f8656def8454178406eeae16fb7ca458","0.000000007596406251","No"
"0x2a5c7ed39b712a17054a732d236fd4700f4f4461","0.000000007217610975","No"
"0xa79d0a9299d00d019e5a8650ccb704d8ccab101d","0.000000006716365346","No"
"0xec8abfd5cce0198914d76c733b5a0763a88da24f","0.000000006472270605","No"
"0x398073f72cd86ef626409fbd02f8cb31b4f8c636","0.000000006116021592","No"
"0xbb6847be8b599c9006c3ff875655dcb51bc1010b","0.000000005900038377","No"
"0x60a67281b227550f60981167a78cad1822b16b34","0.000000005867504251","No"
"0x2fc4b35ce1be664b16ace8034ddd73d1b0ee6319","0.000000005807141219","No"
"0xc152cd87af2b3774e93ed2ad2523c90c576db5fa","0.000000005770382565","No"
"0x76f02ed07eb60e707e54ea07e1648c616a5e79a9","0.000000005358767384","No"
"0x7a3b5f685b65e36fa64975fe039090bd50ff1027","0.000000005341667376","No"
"0x2bcb9572d28ba09b9e565a30dee09bf5080e0ad5","0.000000005000097338","No"
"0x59a0e25d531afa328a35063d3a07e27cc3477102","0.00000000483020612","No"
"0x55077adef2058cb857c427153b9b6e43dd911ce5","0.000000004750257859","No"
"0xe81dffe19a1af821f11770065b9a67e3fad5951d","0.000000004029141618","No"
"0x16b6c13e2f84c0ec7b0382a8584f2b0a7e64b0f2","0.000000003499778482","No"
"0x36358a1597db299033b16fda567010d53c0a4eda","0.000000003362577183","No"
"0x7799740380cca25809a8778c587d9e3cbc88ac0c","0.000000003253585577","No"
"0x6dab75ab6d1c58f170c01b55f38b4034ef876786","0.000000003232875478","No"
"0xcabd9eb75a0feb1d60e9edfb2073430599f8597f","0.000000003100651665","No"
"0x10baf24738aee84099a434a5967809d6eb2202da","0.000000003084171079","No"
"0x1247f0cb8f7b0e2edfa9750df07417d17b5127d6","0.000000003053966724","No"
"0x0fafccb52edcb326441d38e0dd071addcef9001c","0.000000003002790524","No"
"0x515c4569cfcbb0e4d810cfea68407fa7cb4acff2","0.000000003002385684","No"
"0x87a09bef77c381adc4f69d12a593a3a2604b13d1","0.000000002922758697","No"
"0x67d3b97634bf1a7a8e925cbb45a538af236c994e","0.000000002910997574","No"
"0x52fbfc5741d70ffa9bc6fbc8a06aa3c570e4657c","0.000000002881124629","No"
"0xd4c3021a315f5dc26f7e022e8a834a90cc6b0d41","0.000000002857976871","No"
"0x3cd85ce7449bf72a53c739c25ed83ba8f2e2c518","0.000000002624638393","No"
"0x183a40522cb917243f0e9f12397b4263f8473159","0.00000000248411402","No"
"0xf3a65b41b032e63bedebe8c34bbbad0949a61e72","0.000000002350650753","No"
"0xaf1bff74708098db603e48aaebec1bbae03dcf11","0.000000002179881946","No"
"0xaba46af4a1587771bf6997864cae5d67910ea545","0.000000002149351891","No"
"0x32436911a444c4c66b1799e8687f84c32ab71ae2","0.000000002055757668","No"
"0xf24c8cc504c982a8de32bf3b0fef7cad5c713ce7","0.000000002000971461","No"
"0x0abeaaa9003b19b459534176b27dd898715619e9","0.000000002000000113","No"
"0xe3411d7ba6e99d4228e304ed1bbb4dff14813070","0.000000001999989965","No"
"0x8b31593cb4bea44264625924e76a2a7ae7c02108","0.000000001998645063","No"
"0x720cd7f7dc5c247662e9bed6ab8ac46616342304","0.000000001919096917","No"
"0xad1545c2969003052f8b9a5817d3240538048214","0.000000001857004011","No"
"0x132754c163ff27138d0f2a12ba8678f58f4a3326","0.000000001769241024","No"
"0xe6fbf3267fbafc2e9e05c55fd932e34181bd1dce","0.000000001621386552","No"
"0x9ca6b9902122e0c55e293988f7a1babcaa35be67","0.000000001499176572","No"
"0x3213e7a85d2b5b4e4f120fd96324b6e64a3804c8","0.000000001496189077","No"
"0x419ee0a7cf4879bd20e31cb431ccd151922f3c12","0.000000001452476134","No"
"0x691f0042fa03cacad7114b42e1e19998c95945e2","0.000000001440240917","No"
"0x9ec2e733195adae476913f0b67bb82ba8c2bbdff","0.000000001341631119","No"
"0xf6d36d7aeece2b580f963d62b3600fb128117f78","0.000000001326151057","No"
"0x5f0f3876065ba0caf2681b727a52cddd1ca6e1ee","0.000000001261384813","No"
"0xb409f9937bc0fc673f6e0cba6a73ae7913b9db52","0.000000001231019603","No"
"0x96668cf0cb358ecfa05873285696e0c23577e50a","0.000000001214052791","No"
"0x2808edd543813fcf418de85bb42eedf3b39ba72c","0.000000001180616921","No"
"0xc4f91e9d571d1366551e01056a1c8a2b8b01f8ec","0.000000001178798847","No"
"0xbf44b0ccccf157c9f6b6b2171f981f54acc2bf5a","0.000000001175960803","No"
"0xeb066e53731d70ed4bfe89d7862e092d4fbef0ba","0.000000001139668064","No"
"0x9531c059098e3d194ff87febb587ab07b30b1306","0.00000000101654675","No"
"0xbd126ce92c31c4fbe63e5b1d6be468843fbb27ed","0.000000001000000011","No"
"0x6a902f03fead7b09a9a3a46b566eadac4752b8d3","0.00000000097440589","No"
"0xe3c31e24ca8ca480e2bd67aa9d0e773924e11704","0.000000000900000054","No"
"0xa6cf9bf8ecaff5300e38c0169ff45bd9a5e15116","0.000000000868338816","No"
"0xf4da35150e4114dbe173d53cfc5d6d3ce540ab6d","0.000000000796725796","No"
"0xa3653544812105b666a11b2d98c64cabf8cbaeec","0.000000000765548493","No"
"0x3d4f0870ab9ac101567def359999b6ea0b028356","0.000000000760000062","No"
"0x4467dac2a4365ba1cab33a488312ba4f5d7711e2","0.000000000757183099","No"
"0x86c467338c8ea7b8c1949b51cd277934947b4880","0.000000000726833364","No"
