HolderAddress,Balance
0x68a3557b212Bd0bc7b2Eb2F5A2933B459d0674e3,1000003917
0x9bd44EEfB1eE86Fea7e51DC7e53f9B332C65328e,1000000000
0xB624EFc09BEE8E00B8B3a0C7b063a5a7CBE6FA13,800000623
0xEFf49fdDe398201D3247284C208Dd0D062baF487,776699783
0xd51c443459CdAF89Aaa4451EA904B19e7f060112,742935803
0x36BD9de97385D6cfbE236fE02ECFF8D4579AdE54,697897141
0x4FfD0A59a26cB2Aa76D403215e4cC2845C053994,684053320
0x881CE5D3Bd54bCD4E82554CE0bEE1fF134D747E4,514822376
0xa6CF9bf8EcaFf5300E38C0169FF45bd9A5E15116,407400006
0x40E202d737d55c8ccd76FA7D48Ff2bBb071B2Bc1,382089708
0x58cf3544788e51C2Af07Ff78EEe597Da22dF6Def,300000014
0x870bb87A639EdE50d34C0484D750ff4004543BBf,296457024
0xA7823B235AF28891D533Ff39d5575f17e92Fb065,278116547
0x64803Ce1197c4D3a31dc5743ec7c63563Ad44495,229214041
0x0c29C63818B1742E799C57Ae08AEED09B6087608,221163278
0xE3acB4a504423df6Efc87C15aE441BC9bCBBA153,201964821
0x6B923579e09C4f46a51937994372C2aFc673D6F6,200000005
0x5ECE9EC2b4Eda2Dab3365232d1d7Fc69E8AAEB79,189105540
0x74bF752b136E2fCc9E64be43A09e5708148F02FB,142475019
0x64E4FFd8931922c7C82e9aAE17cDA279e7fab9F7,136004111
0x183a40522CB917243F0e9F12397B4263f8473159,130247163
0x580693Cad82528d92a7613d4F008E5f897dD7b01,119928040
0xe64cBA61D8461f553Eca2624f3720ce70319fc82,118586551
0xF37b198aDf872F7DC6332fBD0f50f7D8a0D594D5,117977299
0x27fAe42E93707f93018C965cf3F16a67D848d1Ff,103040079
0x96c87179c131d2a85E636B8CE8C1b7f7d46Fe2d8,100066755
0x736dbCe1295114f4680ADCdA7b76f8b556ba8006,100000000
0xd9f0D42ACD2aedc6Ceeba56Bd886D8b401a8BdBE,90364192
0x50D97dA209200Ed6bbF45f82948342606f0Da187,54315223
0xF3D7459C7F6F75252AAdF594D2Ea74F04B359F82,52969934
0xcD2D0d10e2f53840cBAF7f2ef1DFd7B3d42bAa8d,50466584
0x16c5F23f56af1e42A88580cBA7ad0b491106885C,50000014
0x8182b982B1486E9F711C1F8Cd6fe6928C914F59a,50000003
0x9776AeF30e32f1BbC169055d7E2d1be4E1b344AB,49780004
0x10d7Ac0F8A5109dE316deD6b46D526ad4D7E5361,40000002
0x77F4a43ec39264dF8B0C1B1317f455879c1828c0,39993296
0x9d7cA26ff66B626Dd92eF417D14552C429A18a3c,32959154
0xfe96D1eD2A4C9E60e0e3030609aF0361A515169e,31443081
0xaF9727dB19690208DB9DF2c9Ebfd0eF891cd30c1,31232607
